"it","im","dep","meth","out"
3,27,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
3,27,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,27,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
3,27,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,27,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
3,27,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,28,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
3,28,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,28,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
3,28,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,28,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
3,28,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,29,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
3,29,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,29,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
3,29,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,29,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
3,29,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,30,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
3,30,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,30,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
3,30,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
3,30,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
3,30,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,1,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,1,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,1,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,1,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,1,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,1,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,2,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,2,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,2,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,2,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,2,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,2,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,3,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,3,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,3,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,3,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,3,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,3,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,4,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,4,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,4,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,4,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,4,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,4,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,5,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,5,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,5,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,5,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,5,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,5,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,6,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,6,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,6,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,6,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,6,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,6,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,7,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,7,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,7,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,7,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,7,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,7,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,8,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,8,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,8,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,8,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,8,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,8,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,9,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,9,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,9,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,9,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,9,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,9,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,10,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,10,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,10,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,10,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,10,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,10,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,11,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,11,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,11,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,11,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,11,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,11,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,12,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,12,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,12,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,12,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,12,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,12,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,13,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,13,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,13,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,13,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,13,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,13,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,14,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,14,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,14,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,14,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,14,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,14,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,15,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,15,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,15,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,15,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,15,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,15,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,16,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,16,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,16,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,16,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,16,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,16,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,17,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,17,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,17,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,17,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,17,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,17,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,18,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,18,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,18,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,18,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,18,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,18,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,19,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,19,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,19,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,19,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,19,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,19,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,20,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,20,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,20,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,20,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,20,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,20,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,21,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,21,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,21,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,21,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,21,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,21,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,22,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,22,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,22,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,22,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,22,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,22,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,23,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,23,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,23,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,23,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,23,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,23,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,24,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,24,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,24,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,24,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,24,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,24,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,25,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,25,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,25,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,25,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,25,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,25,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,26,"education","pmm","cycle2001, cycle2003, cycle2007, cycle2009, cycle2011, cycle2015, stratum4, stratum5, stratum7"
4,26,"education","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,26,"pir","pmm","cycle2001, cycle2003, cycle2007, cycle2011, cycle2015, stratum2, stratum3, stratum4, stratum7"
4,26,"pir","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
4,26,"smoke","pmm","cycle2001, cycle2005, cycle2007, cycle2011, cycle2013, stratum2, stratum3, stratum4, stratum6"
4,26,"smoke","pmm","mice detected that your data are (nearly) multi-collinear.
It applied a ridge penalty to continue calculations, but the results can be unstable.
Does your dataset contain duplicates, linear transformation, or factors with unique respondent names?"
